"ulb","ward","propertyid","oldpropertyid","acknowldgementnumber","propertytype","usagecategory","creationreason","status","createdtime"
"Kodala","13","PT-KDL-571779",NULL,"PT-AC-KDL-2021-12-13-571816","Shared Property","Independent Property","CREATE","INWORKFLOW","2021-12-13"
"Kodala","13","PT-KDL-571780",NULL,"PT-AC-KDL-2021-12-13-571817","Shared Property","Independent Property","CREATE","INWORKFLOW","2021-12-13"
"Gudari","02","PT-GDR-571782",NULL,"PT-AC-GDR-2021-12-14-571821","Independent Property","Independent Property","CREATE","ACTIVE","2021-12-14"
"Chatrapur","01","PT-CHH-571784",NULL,"PT-AC-CHH-2021-12-15-571824","Independent Property","Independent Property","CREATE","ACTIVE","2021-12-15"
"Sundargarh","18","PT-SNG-571785",NULL,"PT-AC-SNG-2021-12-18-571825","Independent Property","Independent Property","CREATE","INWORKFLOW","2021-12-18"
"Jatni","11","PT-JTN-571786",NULL,"PT-AC-JTN-2021-12-19-571826","Shared Property","Independent Property","CREATE","INWORKFLOW","2021-12-19"
"Titilagarh","02","PT-TTG-571787",NULL,"PT-AC-TTG-2021-12-20-571830","Independent Property","Independent Property","CREATE","ACTIVE","2021-12-20"
"Dhenkanal","10","PT-DKN-571788",NULL,"PT-AC-DKN-2021-12-20-571831","Independent Property","Non Residentials Commercial","CREATE","INACTIVE","2021-12-20"
"Titilagarh","02","PT-TTG-571789",NULL,"PT-AC-TTG-2021-12-20-571832","Independent Property","Independent Property","CREATE","ACTIVE","2021-12-20"
"Titilagarh","02","PT-TTG-571790",NULL,"PT-AC-TTG-2021-12-20-571833","Independent Property","Independent Property","CREATE","ACTIVE","2021-12-20"
"Titilagarh","02","PT-TTG-571791",NULL,"PT-AC-TTG-2021-12-20-571834","Independent Property","Independent Property","CREATE","ACTIVE","2021-12-20"
"Dhenkanal","09","PT-DKN-571792",NULL,"PT-AC-DKN-2021-12-20-571835","Independent Property","Independent Property","CREATE","ACTIVE","2021-12-20"
"Puri","04","PT-PRI-571793",NULL,"PT-AC-PRI-2021-12-21-571836","Independent Property","Independent Property","CREATE","ACTIVE","2021-12-21"
"Titilagarh","02","PT-TTG-571794",NULL,"PT-AC-TTG-2021-12-21-571837","Independent Property","Independent Property","CREATE","ACTIVE","2021-12-21"
"Jeypore","17","PT-JPR-571798",NULL,"PT-AC-JPR-2021-12-22-571841","Independent Property","Independent Property","CREATE","ACTIVE","2021-12-22"
"Jeypore","06","PT-JPR-571800",NULL,"PT-AC-JPR-2021-12-23-571843","Independent Property","Independent Property","CREATE","ACTIVE","2021-12-23"
"Titilagarh","15","PT-TTG-571801",NULL,"PT-AC-TTG-2021-12-23-571844","Shared Property","Non Residentials Commercial","CREATE","ACTIVE","2021-12-23"
"Titilagarh","11","PT-TTG-571802",NULL,"PT-AC-TTG-2021-12-23-571845","Independent Property","Independent Property","CREATE","ACTIVE","2021-12-23"
"Cuttack","01","PT-CTC-571806",NULL,"PT-AC-CTC-2021-12-23-571849","Independent Property","Independent Property","CREATE","INWORKFLOW","2021-12-23"
"Dhenkanal","10","PT-DKN-571788",NULL,"PT-AC-DKN-2021-12-23-571850","Independent Property","Non Residentials Commercial","UPDATE","INWORKFLOW","2021-12-23"
"Titilagarh","02","PT-TTG-571807",NULL,"PT-AC-TTG-2021-12-23-571851","Independent Property","Independent Property","CREATE","ACTIVE","2021-12-23"
"Titilagarh","08","PT-TTG-571809",NULL,"PT-AC-TTG-2021-12-23-571853","Independent Property","Independent Property","CREATE","ACTIVE","2021-12-23"
"Jeypore","15","PT-JPR-571812",NULL,"PT-AC-JPR-2021-12-23-571856","Independent Property","Independent Property","CREATE","ACTIVE","2021-12-23"
"Jeypore","02","PT-JPR-571814",NULL,"PT-AC-JPR-2021-12-27-571858","Independent Property","Independent Property","CREATE","ACTIVE","2021-12-27"
"Jeypore","21","PT-JPR-571818",NULL,"PT-AC-JPR-2021-12-29-571862","Independent Property","Independent Property","CREATE","ACTIVE","2021-12-29"
"Jeypore","19","PT-JPR-571819",NULL,"PT-AC-JPR-2021-12-30-571863","Independent Property","Independent Property","CREATE","ACTIVE","2021-12-30"
"Jeypore","19","PT-JPR-571820",NULL,"PT-AC-JPR-2021-12-30-571864","Independent Property","Independent Property","CREATE","ACTIVE","2021-12-30"
"Jharsuguda","14","PT-JRS-571821",NULL,"PT-AC-JRS-2021-12-30-571865","Independent Property","Independent Property","CREATE","ACTIVE","2021-12-30"
"Titilagarh","02","PT-TTG-571822",NULL,"PT-AC-TTG-2021-12-31-571867","Independent Property","Independent Property","CREATE","ACTIVE","2021-12-31"
"Titilagarh","08","PT-TTG-571823",NULL,"PT-AC-TTG-2021-12-31-571868","Independent Property","Independent Property","CREATE","ACTIVE","2021-12-31"
"Sundargarh","13","PT-SNG-571824",NULL,"PT-AC-SNG-2021-12-31-571870","Independent Property","Independent Property","CREATE","INWORKFLOW","2021-12-31"
"Talcher","09","PT-TLC-571825",NULL,"PT-AC-TLC-2021-12-31-571871","Independent Property","Independent Property","CREATE","INWORKFLOW","2021-12-31"
"Talcher","20","PT-TLC-571826",NULL,"PT-AC-TLC-2021-12-31-571872","Independent Property","Independent Property","CREATE","INWORKFLOW","2021-12-31"
"Jeypore","16","PT-JPR-571827",NULL,"PT-AC-JPR-2021-12-31-571873","Independent Property","Independent Property","CREATE","ACTIVE","2021-12-31"
"Jeypore","15","PT-JPR-571828",NULL,"PT-AC-JPR-2021-12-31-571874","Independent Property","Independent Property","CREATE","ACTIVE","2021-12-31"
"Jeypore","22","PT-JPR-571829",NULL,"PT-AC-JPR-2022-01-01-571875","Independent Property","Independent Property","CREATE","ACTIVE","2022-01-01"
"Jeypore","19","PT-JPR-571830",NULL,"PT-AC-JPR-2022-01-01-571876","Independent Property","Independent Property","CREATE","ACTIVE","2022-01-01"
"Jeypore","19","PT-JPR-571831",NULL,"PT-AC-JPR-2022-01-01-571877","Independent Property","Independent Property","CREATE","ACTIVE","2022-01-01"
"Jeypore","21","PT-JPR-571832",NULL,"PT-AC-JPR-2022-01-01-571878","Independent Property","Independent Property","CREATE","ACTIVE","2022-01-01"
"Jeypore","18","PT-JPR-571833",NULL,"PT-AC-JPR-2022-01-03-571879","Independent Property","Non Residentials Commercial","CREATE","ACTIVE","2022-01-03"
"Balugaon","09","PT-BLG-571835",NULL,"PT-AC-BLG-2022-01-05-571883","Independent Property","Independent Property","CREATE","ACTIVE","2022-01-05"
"Balugaon","03","PT-BLG-571836",NULL,"PT-AC-BLG-2022-01-06-571884","Independent Property","Independent Property","CREATE","ACTIVE","2022-01-06"
"Balugaon","04","PT-BLG-571837",NULL,"PT-AC-BLG-2022-01-06-571885","Independent Property","Non Residentials Commercial","CREATE","ACTIVE","2022-01-06"
"Balugaon","09","PT-BLG-571839",NULL,"PT-AC-BLG-2022-01-06-571888","Independent Property","Non Residentials Commercial","CREATE","ACTIVE","2022-01-06"
"Balugaon","09","PT-BLG-571840",NULL,"PT-AC-BLG-2022-01-06-571889","Independent Property","Independent Property","CREATE","ACTIVE","2022-01-06"
"Jeypore","07","PT-JPR-571841",NULL,"PT-AC-JPR-2022-01-06-571890","Independent Property","Non Residentials Commercial","CREATE","ACTIVE","2022-01-06"
"Balugaon","01","PT-BLG-571842",NULL,"PT-AC-BLG-2022-01-07-571891","Independent Property","Independent Property","CREATE","INWORKFLOW","2022-01-07"
"Balugaon","09","PT-BLG-571846",NULL,"PT-AC-BLG-2022-01-09-571900","Independent Property","Independent Property","CREATE","ACTIVE","2022-01-09"
"Balugaon","09","PT-BLG-571847",NULL,"PT-AC-BLG-2022-01-09-571901","Independent Property","Independent Property","CREATE","ACTIVE","2022-01-09"
"Jeypore","18","PT-JPR-571848",NULL,"PT-AC-JPR-2022-01-09-571902","Independent Property","Independent Property","CREATE","ACTIVE","2022-01-09"
"Balugaon","01","PT-BLG-571849",NULL,"PT-AC-BLG-2022-01-10-571928","Independent Property","Independent Property","CREATE","INWORKFLOW","2022-01-10"
"Balugaon","06","PT-BLG-571850",NULL,"PT-AC-BLG-2022-01-10-571929","Independent Property","Independent Property","CREATE","INWORKFLOW","2022-01-10"
"Titilagarh","02","PT-TTG-571851",NULL,"PT-AC-TTG-2022-01-10-571930","Independent Property","Independent Property","CREATE","ACTIVE","2022-01-10"
"Patnagarh","11","PT-PTN-571852",NULL,"PT-AC-PTN-2022-01-10-571931","Independent Property","Non Residentials Commercial","CREATE","INWORKFLOW","2022-01-10"
"Titilagarh","09","PT-TTG-571853",NULL,"PT-AC-TTG-2022-01-10-571932","Independent Property","Independent Property","CREATE","ACTIVE","2022-01-10"
"Balugaon","01","PT-BLG-571854",NULL,"PT-AC-BLG-2022-01-10-571933","Independent Property","Independent Property","CREATE","INWORKFLOW","2022-01-10"
"Balugaon","01","PT-BLG-571855",NULL,"PT-AC-BLG-2022-01-10-571934","Independent Property","Non Residentials Commercial","CREATE","INWORKFLOW","2022-01-10"
"Balugaon","01","PT-BLG-571856",NULL,"PT-AC-BLG-2022-01-10-571935","Independent Property","Independent Property","CREATE","INWORKFLOW","2022-01-10"
"Puri","11","PT-PRI-571857",NULL,"PT-AC-PRI-2022-01-10-571936","Independent Property","Independent Property","CREATE","INWORKFLOW","2022-01-10"
"Balugaon","06","PT-BLG-571858",NULL,"PT-AC-BLG-2022-01-11-571937","Independent Property","Independent Property","CREATE","INWORKFLOW","2022-01-11"
"Balugaon","01","PT-BLG-571859",NULL,"PT-AC-BLG-2022-01-11-571938","Independent Property","Independent Property","CREATE","INWORKFLOW","2022-01-11"
"Balugaon","01","PT-BLG-571860",NULL,"PT-AC-BLG-2022-01-11-571939","Independent Property","Independent Property","CREATE","INWORKFLOW","2022-01-11"
"Balugaon","06","PT-BLG-571861",NULL,"PT-AC-BLG-2022-01-11-571940","Independent Property","Independent Property","CREATE","INWORKFLOW","2022-01-11"
"Balugaon","09","PT-BLG-571862",NULL,"PT-AC-BLG-2022-01-11-571941","Independent Property","Mixed","CREATE","ACTIVE","2022-01-11"
"Balugaon","09","PT-BLG-571863",NULL,"PT-AC-BLG-2022-01-11-571942","Independent Property","Independent Property","CREATE","ACTIVE","2022-01-11"
"Balugaon","10","PT-BLG-571864",NULL,"PT-AC-BLG-2022-01-11-571943","Independent Property","Mixed","CREATE","INWORKFLOW","2022-01-11"
"Balugaon","10","PT-BLG-571865",NULL,"PT-AC-BLG-2022-01-11-571944","Independent Property","Independent Property","CREATE","INWORKFLOW","2022-01-11"
"Jeypore","15","PT-JPR-571866",NULL,"PT-AC-JPR-2022-01-11-571945","Independent Property","Independent Property","CREATE","ACTIVE","2022-01-11"
"Dhenkanal","11","PT-DKN-571867",NULL,"PT-AC-DKN-2022-01-11-571946","Independent Property","Independent Property","CREATE","ACTIVE","2022-01-11"
"Dhenkanal","11","PT-DKN-571868",NULL,"PT-AC-DKN-2022-01-11-571947","Independent Property","Independent Property","CREATE","ACTIVE","2022-01-11"
"Deogarh","05","PT-DBG-571869",NULL,"PT-AC-DBG-2022-01-12-571948","Shared Property","Independent Property","CREATE","INWORKFLOW","2022-01-12"
"Jharsuguda","10","PT-JRS-571870",NULL,"PT-AC-JRS-2022-01-12-571950","Independent Property","Independent Property","CREATE","ACTIVE","2022-01-12"
"Balugaon","01","PT-BLG-571871",NULL,"PT-AC-BLG-2022-01-12-571951","Independent Property","Independent Property","CREATE","INWORKFLOW","2022-01-12"
"Balugaon","01","PT-BLG-571872",NULL,"PT-AC-BLG-2022-01-12-571952","Independent Property","Independent Property","CREATE","INWORKFLOW","2022-01-12"
"Balugaon","01","PT-BLG-571873",NULL,"PT-AC-BLG-2022-01-12-571953","Independent Property","Independent Property","CREATE","INWORKFLOW","2022-01-12"
"Balugaon","01","PT-BLG-571874",NULL,"PT-AC-BLG-2022-01-12-571954","Independent Property","Independent Property","CREATE","INWORKFLOW","2022-01-12"
"Kuchinda","04","PT-KCN-571875",NULL,"PT-AC-KCN-2022-01-12-571955","Independent Property","Independent Property","CREATE","ACTIVE","2022-01-12"
"Brajrajnagar","22","PT-BJR-571876",NULL,"PT-AC-BJR-2022-01-12-571956","Independent Property","Independent Property","CREATE","INACTIVE","2022-01-12"
"Jeypore","16","PT-JPR-571877",NULL,"PT-AC-JPR-2022-01-12-571957","Independent Property","Non Residentials Commercial","CREATE","ACTIVE","2022-01-12"
"Chatrapur","02","PT-CHH-571878",NULL,"PT-AC-CHH-2022-01-13-571958","Independent Property","Independent Property","CREATE","ACTIVE","2022-01-13"
"Deogarh","05","PT-DBG-571879",NULL,"PT-AC-DBG-2022-01-13-571959","Shared Property","Independent Property","CREATE","INWORKFLOW","2022-01-13"
"Tarbha","06","PT-TRB-571880",NULL,"PT-AC-TRB-2022-01-13-571962","Independent Property","Independent Property","CREATE","INACTIVE","2022-01-13"
"Tarbha","06","PT-TRB-571880",NULL,"PT-AC-TRB-2022-01-13-571963","Independent Property","Independent Property","UPDATE","INACTIVE","2022-01-13"
"Talcher","20","PT-TLC-571881",NULL,"PT-AC-TLC-2022-01-13-571964","Independent Property","Independent Property","CREATE","INWORKFLOW","2022-01-13"
"Balugaon","09","PT-BLG-571882",NULL,"PT-AC-BLG-2022-01-13-571965","Independent Property","Independent Property","CREATE","ACTIVE","2022-01-13"
"Balugaon","09","PT-BLG-571885",NULL,"PT-AC-BLG-2022-01-13-571968","Independent Property","Mixed","CREATE","ACTIVE","2022-01-13"
"Kuchinda","04","PT-KCN-571886",NULL,"PT-AC-KCN-2022-01-13-571969","Independent Property","Independent Property","CREATE","ACTIVE","2022-01-13"
"Kuchinda","04","PT-KCN-571887",NULL,"PT-AC-KCN-2022-01-13-571970","Independent Property","Independent Property","CREATE","ACTIVE","2022-01-13"
"Talcher","06","PT-TLC-571888",NULL,"PT-AC-TLC-2022-01-13-571971","Independent Property","Independent Property","CREATE","INWORKFLOW","2022-01-13"
"Kuchinda","02","PT-KCN-571889",NULL,"PT-AC-KCN-2022-01-13-571972","Independent Property","Independent Property","CREATE","ACTIVE","2022-01-13"
"Kuchinda","09","PT-KCN-571890",NULL,"PT-AC-KCN-2022-01-13-571973","Independent Property","Independent Property","CREATE","ACTIVE","2022-01-13"
"Tarbha","06","PT-TRB-571880",NULL,"PT-AC-TRB-2022-01-13-571975","Independent Property","Independent Property","UPDATE","ACTIVE","2022-01-13"
"Kuchinda","09","PT-KCN-571891",NULL,"PT-AC-KCN-2022-01-13-571974","Independent Property","Independent Property","CREATE","ACTIVE","2022-01-13"
"Balugaon","10","PT-BLG-571892",NULL,"PT-AC-BLG-2022-01-13-571976","Independent Property","Independent Property","CREATE","INWORKFLOW","2022-01-13"
"Balugaon","09","PT-BLG-571893",NULL,"PT-AC-BLG-2022-01-14-571977","Independent Property","Independent Property","CREATE","ACTIVE","2022-01-14"
"Balugaon","09","PT-BLG-571894",NULL,"PT-AC-BLG-2022-01-14-571978","Independent Property","Independent Property","CREATE","ACTIVE","2022-01-14"
"Balugaon","01","PT-BLG-571895",NULL,"PT-AC-BLG-2022-01-15-571979","Independent Property","Independent Property","CREATE","INWORKFLOW","2022-01-15"
"Balugaon","01","PT-BLG-571896",NULL,"PT-AC-BLG-2022-01-15-571980","Independent Property","Independent Property","CREATE","INWORKFLOW","2022-01-15"
"Balugaon","09","PT-BLG-571897",NULL,"PT-AC-BLG-2022-01-15-571981","Independent Property","Independent Property","CREATE","ACTIVE","2022-01-15"
"Balugaon","10","PT-BLG-571898",NULL,"PT-AC-BLG-2022-01-16-571982","Independent Property","Mixed","CREATE","INWORKFLOW","2022-01-16"
"Balugaon","10","PT-BLG-571899",NULL,"PT-AC-BLG-2022-01-16-571983","Independent Property","Independent Property","CREATE","INWORKFLOW","2022-01-16"
"Talcher","18","PT-TLC-571900",NULL,"PT-AC-TLC-2022-01-17-571984","Independent Property","Independent Property","CREATE","INWORKFLOW","2022-01-17"
"Puri","11","PT-PRI-571901",NULL,"PT-AC-PRI-2022-01-17-571985","Independent Property","Independent Property","CREATE","INWORKFLOW","2022-01-17"
"Talcher","06","PT-TLC-571902",NULL,"PT-AC-TLC-2022-01-17-571986","Independent Property","Independent Property","CREATE","INWORKFLOW","2022-01-17"
"Talcher","06","PT-TLC-571903",NULL,"PT-AC-TLC-2022-01-17-571987","Independent Property","Independent Property","CREATE","INWORKFLOW","2022-01-17"
"Balugaon","01","PT-BLG-571904",NULL,"PT-AC-BLG-2022-01-17-571991","Independent Property","Independent Property","CREATE","INWORKFLOW","2022-01-17"
"Balugaon","01","PT-BLG-571905",NULL,"PT-AC-BLG-2022-01-17-571992","Independent Property","Independent Property","CREATE","INWORKFLOW","2022-01-17"
"Balugaon","01","PT-BLG-571906",NULL,"PT-AC-BLG-2022-01-17-571993","Independent Property","Mixed","CREATE","INWORKFLOW","2022-01-17"
"Talcher","09","PT-TLC-571907",NULL,"PT-AC-TLC-2022-01-17-571994","Independent Property","Independent Property","CREATE","INWORKFLOW","2022-01-17"
"Balugaon","01","PT-BLG-571908",NULL,"PT-AC-BLG-2022-01-17-571995","Independent Property","Independent Property","CREATE","INWORKFLOW","2022-01-17"
"Balugaon","10","PT-BLG-571909",NULL,"PT-AC-BLG-2022-01-17-571997","Independent Property","Mixed","CREATE","INWORKFLOW","2022-01-17"
"Balugaon","10","PT-BLG-571910",NULL,"PT-AC-BLG-2022-01-17-571998","Independent Property","Non Residentials Commercial","CREATE","INWORKFLOW","2022-01-17"
"Balugaon","10","PT-BLG-571911",NULL,"PT-AC-BLG-2022-01-17-572000","Independent Property","Independent Property","CREATE","INWORKFLOW","2022-01-17"
"Talcher","12","PT-TLC-571912",NULL,"PT-AC-TLC-2022-01-18-572001","Independent Property","Independent Property","CREATE","INWORKFLOW","2022-01-18"
"Deogarh","10","PT-DBG-571913",NULL,"PT-AC-DBG-2022-01-18-572002","Shared Property","Independent Property","CREATE","ACTIVE","2022-01-18"
"Talcher","09","PT-TLC-571914",NULL,"PT-AC-TLC-2022-01-18-572003","Independent Property","Independent Property","CREATE","INWORKFLOW","2022-01-18"
"Deogarh","01","PT-DBG-571915",NULL,"PT-AC-DBG-2022-01-18-572004","Shared Property","Independent Property","CREATE","INWORKFLOW","2022-01-18"
"Deogarh","01","PT-DBG-571916",NULL,"PT-AC-DBG-2022-01-18-572006","Shared Property","Independent Property","CREATE","INWORKFLOW","2022-01-18"
"Jeypore","17","PT-JPR-571917",NULL,"PT-AC-JPR-2022-01-18-572008","Independent Property","Independent Property","CREATE","ACTIVE","2022-01-18"
"Chatrapur","03","PT-CHH-571918",NULL,"PT-AC-CHH-2022-01-18-572009","Independent Property","Independent Property","CREATE","INWORKFLOW","2022-01-18"
"Deogarh","02","PT-DBG-571919",NULL,"PT-AC-DBG-2022-01-19-572010","Shared Property","Independent Property","CREATE","ACTIVE","2022-01-19"
"Balugaon","01","PT-BLG-571920",NULL,"PT-AC-BLG-2022-01-19-572011","Independent Property","Independent Property","CREATE","INWORKFLOW","2022-01-19"
"Balugaon","01","PT-BLG-571921",NULL,"PT-AC-BLG-2022-01-19-572012","Independent Property","Independent Property","CREATE","INWORKFLOW","2022-01-19"
"Balugaon","01","PT-BLG-571922",NULL,"PT-AC-BLG-2022-01-19-572013","Independent Property","Independent Property","CREATE","INWORKFLOW","2022-01-19"
"Talcher","20","PT-TLC-571923",NULL,"PT-AC-TLC-2022-01-19-572014","Independent Property","Independent Property","CREATE","INWORKFLOW","2022-01-19"
"Balugaon","01","PT-BLG-571924",NULL,"PT-AC-BLG-2022-01-19-572015","Independent Property","Independent Property","CREATE","INWORKFLOW","2022-01-19"
"Balugaon","01","PT-BLG-571925",NULL,"PT-AC-BLG-2022-01-19-572016","Independent Property","Independent Property","CREATE","INWORKFLOW","2022-01-19"
"Balugaon","01","PT-BLG-571926",NULL,"PT-AC-BLG-2022-01-19-572017","Vacant Land","Non Residentials Others","CREATE","INWORKFLOW","2022-01-19"
"Jharsuguda","05","PT-JRS-571927",NULL,"PT-AC-JRS-2022-01-19-572018","Independent Property","Independent Property","CREATE","ACTIVE","2022-01-19"
"Balugaon","01","PT-BLG-571928",NULL,"PT-AC-BLG-2022-01-19-572019","Independent Property","Independent Property","CREATE","INWORKFLOW","2022-01-19"
"Balugaon","01","PT-BLG-571929",NULL,"PT-AC-BLG-2022-01-19-572020","Independent Property","Independent Property","CREATE","INWORKFLOW","2022-01-19"
"Balugaon","01","PT-BLG-571930",NULL,"PT-AC-BLG-2022-01-19-572021","Independent Property","Independent Property","CREATE","INWORKFLOW","2022-01-19"
"Balugaon","01","PT-BLG-571931",NULL,"PT-AC-BLG-2022-01-19-572022","Independent Property","Independent Property","CREATE","INWORKFLOW","2022-01-19"
"Brajrajnagar","22","PT-BJR-571876",NULL,"PT-AC-BJR-2022-01-19-572023","Independent Property","Independent Property","UPDATE","ACTIVE","2022-01-19"
"Deogarh","09","PT-DBG-571932",NULL,"PT-AC-DBG-2022-01-19-572024","Shared Property","Independent Property","CREATE","INWORKFLOW","2022-01-19"
"Jeypore","17","PT-JPR-571933",NULL,"PT-AC-JPR-2022-01-19-572025","Independent Property","Independent Property","CREATE","ACTIVE","2022-01-19"
"Rourkela","01","PT-RRK-571934",NULL,"PT-AC-RRK-2022-01-19-572026","Independent Property","Independent Property","CREATE","INWORKFLOW","2022-01-19"
"Athmallik","01","PT-ATM-571935",NULL,"PT-AC-ATM-2022-01-19-572027","Independent Property","Independent Property","CREATE","INWORKFLOW","2022-01-19"
"Athmallik","01","PT-ATM-571936",NULL,"PT-AC-ATM-2022-01-19-572028","Independent Property","Independent Property","CREATE","INWORKFLOW","2022-01-19"
